Coverage Percentage VRBA,Coverage Percentage VORI RSAM,Coverage Percentage VORI DSAR,is_cascading_material_failure VRBA,is_possible_seal_failure VRBA,inv_rsam_quality_acceleration VRBA,is_pressurizing VRBA,slope_ratio VRBA,num_state_changes_inv_rsam VRBA,num_state_changes_log_dsar VRBA,is_hydrothermal_seal VRBA,falling_rsam_acceleration VRBA,falling_rsam_slope VRBA,falling_rsam_mean_derivative VRBA,falling_rsam_mean_abs_derivative VRBA,quiescence_rsam_duration VRBA,is_cascading_material_failure VORI,is_possible_seal_failure VORI,inv_rsam_quality_acceleration VORI,is_pressurizing VORI,slope_ratio VORI,num_state_changes_inv_rsam VORI,num_state_changes_log_dsar VORI,is_hydrothermal_seal VORI,falling_rsam_acceleration VORI,falling_rsam_slope VORI,falling_rsam_mean_derivative VORI,falling_rsam_mean_abs_derivative VORI,quiescence_rsam_duration VORI
71.13378159054022,99.8840714120102,99.95362856480408,0,0,2,0,1050.8027320415008,3,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1035.265602032184,3,4,0,0.0,0.0,0.0,0.0,0.0
62.09135172733596,64.7113378159054,99.95362856480408,0,0,3,1,-136.67918359185143,2,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8540.89087290032,2,4,0,0.0,0.0,0.0,0.0,0.0
51.10132158590308,76.46649663807095,80.26895432413633,0,0,0,1,-141.2159578008426,2,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2604.376351173501,5,3,0,0.0,0.0,0.0,0.0,0.0
19.360074194296313,84.23371203338743,86.41316948759564,0,0,0,0,1.0840644339380219,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,620.0462754884676,6,3,0,0.0,0.0,0.0,0.0,0.0
0.0,99.8840714120102,99.95362856480408,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,12265.789508074371,4,5,0,0.0,0.0,0.0,0.0,0.0
25.411546487363783,99.8840714120102,99.95362856480408,0,0,3,0,56.119032767002096,3,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-2054.4802310776686,6,4,0,0.0,0.0,0.0,0.0,0.0
72.96545328077903,99.83769997681429,99.95362856480408,0,0,0,1,51.41981818387284,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,53.345393098142814,5,4,0,0.0,0.0,0.0,0.0,0.0
71.36563876651982,99.83769997681429,99.95362856480408,0,0,3,0,14.946700692570792,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-593.582267281631,5,4,0,0.0,0.0,0.0,0.0,0.0
60.76976582425226,99.83769997681429,99.95362856480408,0,0,3,0,46.2055642051653,5,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8291.51293480179,5,4,0,0.0,0.0,0.0,0.0,0.0
98.72478553211221,98.0523997217714,99.95362856480408,0,0,3,1,-43.86449808019279,5,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2482.146218789542,5,5,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.8840714120102,99.95362856480408,0,0,0,1,37.73530641157524,2,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,337.1015514262265,4,3,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.81451425921632,99.95362856480408,0,0,3,0,-2.4503146000433276,6,5,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-476.2971200801028,3,4,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.8840714120102,99.95362856480408,0,0,3,1,-46.49831238422074,6,5,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-1101.0214262737627,4,3,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,76.16508230929747,99.95362856480408,0,0,0,1,76.08442897667852,5,3,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-160.71893723030783,5,3,0,0.0,0.0,0.0,0.0,0.0
99.95362856480408,99.8840714120102,99.95362856480408,1,0,3,1,-108.23520613942227,5,4,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-267.9996986065127,3,4,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,0.0,46.904706700672385,0,0,0,1,-1737.2507354571558,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1737.2507354571558,4,4,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,0.0,0.0,0,0,0,0,-114.8040663535628,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-114.8040663535628,4,4,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,0.0,19.68467424066775,0,0,0,0,-1.945580514309035,2,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1.945580514309035,2,5,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.95362856480408,99.95362856480408,1,0,3,1,-41.7561539887137,5,4,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-177.91817865069643,3,8,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.95362856480408,99.95362856480408,0,0,2,1,12.029718832548243,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-6875.02720161093,4,7,0,0.0,0.0,0.0,0.0,0.0
41.8965916995131,98.53929979132855,99.95362856480408,0,0,0,0,-28.703202634227473,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-142.3921494237883,3,2,0,0.0,0.0,0.0,0.0,0.0
99.55947136563876,99.83769997681429,99.95362856480408,0,0,0,1,63.17750017615014,5,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3385.21181818453,3,6,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.95362856480408,99.95362856480408,0,0,0,1,-274.8958298160575,6,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,832.7983136898708,6,7,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.8840714120102,99.95362856480408,0,0,0,1,304.17392662152633,3,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-240.26155372877287,3,6,0,0.0,0.0,0.0,0.0,0.0
100.02318571759797,99.90725712960817,99.95362856480408,0,0,3,1,-39.24123766434237,5,5,0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,-27.851595025482965,4,4,0,0.0,0.0,0.0,0.0,0.0
95.73382796197542,99.95362856480408,99.95362856480408,0,0,0,1,212.96976188399626,3,7,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1087.820014765111,6,4,0,0.0,0.0,0.0,0.0,0.0
36.98121956874566,72.64085323440761,99.95362856480408,0,0,0,0,21.853611311323682,1,3,0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,25.745832471157065,3,5,1,6.9971222472719325e-06,-4.2294769051777354,-0.00113024991445473,0.0011819129051278054,12.233333333333333
61.92905170415024,99.95362856480408,99.95362856480408,0,0,0,0,-31.662576943852507,5,6,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.149871225603555,6,5,1,2.2152293573361714e-06,-1.3961667963698363,-0.00029507445883069695,0.0003534561210843334,7.75
62.230466032923715,99.95362856480408,99.95362856480408,0,0,0,0,-114.5777473222633,6,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-20.62735134406528,5,3,0,0.0,0.0,0.0,0.0,0.0
0.0,20.287502898214697,99.95362856480408,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24.770915401100357,2,3,0,0.0,0.0,0.0,0.0,0.0
0.0,20.98307442615349,99.95362856480408,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-523.9717822917885,1,7,0,0.0,0.0,0.0,0.0,0.0
64.17806631115232,99.95362856480408,99.95362856480408,0,0,0,0,-9.289639780722657,3,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,43.56239803832307,3,5,0,0.0,0.0,0.0,0.0,0.0
63.25063760723394,99.90725712960817,99.95362856480408,0,0,3,0,46.02503815372306,3,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-216.70896579890945,3,4,1,1.972343059249379e-06,-0.7709450801550575,-0.00024791968347127034,0.00028479929088053116,6.683333333333334
70.20635288662184,99.86088569441223,99.95362856480408,0,0,3,1,-121.48463556305622,3,6,1,3.024931761775009e-07,-0.12971827058211804,-5.043317773406072e-05,5.227397603305006e-05,19.333333333333332,0,0,3,0,127.51396031506529,7,2,1,4.486233125938325e-06,-1.5993149105807252,-0.0004996893716239515,0.0005982454117162458,13.0
54.34732204961743,99.95362856480408,99.95362856480408,0,0,0,0,231.6669973660871,2,5,1,4.7089119599253457e-07,-0.04082103629771368,-2.5902832440893656e-06,7.965416428792608e-05,54.983333333333334,0,0,3,1,-2.013261593282219,5,5,0,0.0,0.0,0.0,0.0,0.0
35.07999072571296,99.90725712960817,99.95362856480408,0,0,0,0,396.8934333457788,3,4,0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,-29.799818745335102,5,5,1,4.0181627233028536e-06,-0.5386436901907957,-0.00015831136418225538,0.00043358250276788593,12.983333333333333
70.11361001623,99.95362856480408,99.95362856480408,0,0,0,0,8.426300305093058,3,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.402028828842417,5,4,0,0.0,0.0,0.0,0.0,0.0
62.508694644099236,99.21168560166937,99.95362856480408,0,0,0,1,-380.1361359868316,5,4,0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,-55.39404647944721,3,5,1,3.293286117277057e-06,-0.9318854903750705,-0.00024183695601375028,0.00044788490261253166,25.616666666666667
69.27892418270345,99.95362856480408,99.95362856480408,0,0,0,1,178.06633323935455,4,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-16.496552899843696,4,7,0,0.0,0.0,0.0,0.0,0.0
59.378622768374676,31.81080454440065,38.62740551820079,0,0,0,0,119.42443240034378,4,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-160.65106658041756,3,2,0,0.0,0.0,0.0,0.0,0.0
59.03083700440529,64.50266635752376,94.69047067006724,0,0,0,1,19.233133624436206,3,2,0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,-254.87922006527177,3,3,0,0.0,0.0,0.0,0.0,0.0
59.193137027591,99.95362856480408,99.95362856480408,0,0,0,0,39.19722851393771,2,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-3188.6936930838165,3,3,0,0.0,0.0,0.0,0.0,0.0
58.14977973568281,99.95362856480408,99.95362856480408,0,0,3,1,-43.02416518712915,2,5,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-335.0185778521453,4,5,0,0.0,0.0,0.0,0.0,0.0
