Number of peaks,Avg Prominence,Max Prominence,Std Prominence,Avg h Width,Max h Width,Std h Width,Number of drops,Avg Drop Depth,Max Drop Depth,Std Drop Depth,Avg l Width,Max l Width,Std l Width
1,298.7063123540366,298.7063123540366,0.0,2538.6817760874965,2538.6817760874965,0.0,1,57.470140505221764,57.470140505221764,0.0,686.0,686.0,0.0
1,3.7724039339288993,3.7724039339288993,0.0,464.919009576568,464.919009576568,0.0,1,0.09845611708513502,0.09845611708513502,0.0,13.0,13.0,0.0
1,0.4074089208853593,0.4074089208853593,0.0,26.0,26.0,0.0,1,0.21095733963019825,0.21095733963019825,0.0,29.0,29.0,0.0
1,16.018310371940572,16.018310371940572,0.0,1902.935283040162,1902.935283040162,0.0,1,0.026209369179795772,0.026209369179795772,0.0,3.0,3.0,0.0
1,7.14615469583876,7.14615469583876,0.0,2150.621457475485,2150.621457475485,0.0,1,0.004147886427251279,0.004147886427251279,0.0,2.0,2.0,0.0
1,212.50471521891177,212.50471521891177,0.0,1932.6092641225976,1932.6092641225976,0.0,1,0.10390144287566727,0.10390144287566727,0.0,18.563955584300402,18.563955584300402,0.0
1,28.15869270420042,28.15869270420042,0.0,1655.2360407817387,1655.2360407817387,0.0,1,4.62950871185609,4.62950871185609,0.0,188.44586967274475,188.44586967274475,0.0
1,81.18666217859109,81.18666217859109,0.0,1157.3957687596292,1157.3957687596292,0.0,1,12.221906239182303,12.221906239182303,0.0,902.1516175216134,902.1516175216134,0.0
1,8.530814200223695,8.530814200223695,0.0,2422.0191660442733,2422.0191660442733,0.0,2,0.3223857343929666,0.5646484865785766,0.24226275218561,100.0,193.0,93.0
1,2.4704609195948706,2.4704609195948706,0.0,652.0,652.0,0.0,1,1.5939372290390281,1.5939372290390281,0.0,232.0,232.0,0.0
1,3.6217501881375824,3.6217501881375824,0.0,1392.1277313013666,1392.1277313013666,0.0,1,0.02102482240211856,0.02102482240211856,0.0,149.0,149.0,0.0
1,0.6588568640576327,0.6588568640576327,0.0,692.7620546535849,692.7620546535849,0.0,1,0.006164296685621906,0.006164296685621906,0.0,3.0,3.0,0.0
1,3.9355519722182635,3.9355519722182635,0.0,469.43215362929504,469.43215362929504,0.0,1,1.3963277886859657,1.3963277886859657,0.0,193.6878511181112,193.6878511181112,0.0
