Number of peaks,Avg Prominence,Max Prominence,Std Prominence,Avg h Width,Max h Width,Std h Width,Number of drops,Avg Drop Depth,Max Drop Depth,Std Drop Depth,Avg l Width,Max l Width,Std l Width
2,25.4480954849549,50.85386727453754,25.40577178958264,382.6251204661694,761.2502409323388,378.6251204661694,2,31.649521973133037,63.299043946180596,31.64952197304756,704.9380404344074,1403.8760808688148,698.9380404344074
2,27.771722815786504,55.49181827951807,27.720095463731568,1269.9058875080516,2537.811775016103,1267.9058875080516,2,8.128800129182373,14.446155371378879,6.317355242196506,1568.8484124575666,2702.7761804065417,1133.927767948975
2,6.795537659266646,13.109625099958883,6.314087440692237,1003.3881228285204,1920.7762456570408,917.3881228285204,2,7.674235763231074,15.319408153986792,7.645172390755718,1277.57358903655,2552.1471780731,1274.57358903655
3,8.29748041598156,19.481737923475407,8.204254424053326,1741.8993839067587,3834.4797534809695,1583.7703403908101,3,1.397167844946355,3.055135116840738,1.1930933825875751,623.9765976913951,1380.9297930741855,543.6333660352122
2,0.03309672533966257,0.04624548155353736,0.01314875621387479,6.0,9.0,3.0,2,2.986661836740142,5.779111033786737,2.7924491970465954,1442.2332913048915,2212.2313533790934,769.9980620742019
2,15.522963207071797,27.53468480439848,12.011721597326684,2586.1098414181115,4601.638110465241,2015.5282690471295,2,1.016055791477104,1.6986199995420534,0.6825642080649494,368.0282517123401,693.0565034246802,325.0282517123401
2,22.57773866901711,44.8240884255426,22.24634975652549,693.3242503331352,1368.6485006662704,675.3242503331352,2,0.5029363770579636,0.9959602381217678,0.49302386106380425,348.6367893844463,695.2735787688925,346.6367893844463
2,2.4333422388724237,4.858750464767056,2.425408225894632,632.4446968696782,1257.8893937393564,625.4446968696782,2,12.52784003801153,25.040385959418494,12.512545921406964,2815.5842864935853,5620.168572987171,2804.5842864935853
3,1.1193247669493853,3.2991788461086173,1.5415454349777638,212.57283133633723,601.0354361301411,274.9700092768783,3,0.17548434440529329,0.480100034857756,0.21539586456346738,90.0,262.0,121.62236636408618
3,0.2967931198859309,0.8475942987175031,0.3897144667938883,184.15493993594168,496.46481980782505,220.93301518664381,3,1.881593394991415,5.639215799108836,2.6570405241382296,1215.4126512405728,3631.2379537217184,1708.252356275479
2,0.593436344662722,1.1337660571060795,0.5403297124433575,775.9548033493029,1486.9096066986058,710.9548033493029,2,4.062115195946458,8.024116821533784,3.9620016255873267,2414.0686508155004,4669.683204178121,2255.6145533626204
2,5.392806919298648,10.524988753036084,5.132181833737436,1480.0555759164904,2859.111151832981,1379.0555759164904,2,3.7143081409704095,4.846924960978544,1.1326168200081348,2053.9202139158638,2581.3598128540348,527.4395989381709
1,0.004778041061296534,0.004778041061296534,0.0,2.0,2.0,0.0,1,0.6151815148595574,0.6151815148595574,0.0,903.1657892773643,903.1657892773643,0.0
2,3.0651151676930617,6.113637143239643,3.0485219755465813,1809.2064357639892,3609.4128715279785,1800.2064357639892,2,0.02591630054805094,0.04487576859175846,0.018959468043707517,23.0,26.0,3.0
3,2.488379302842503,5.344353798497259,2.1489096627461675,2158.949169105651,4730.81094952634,1928.773796052272,3,0.49886327667103103,1.289849378322053,0.5601369123299443,306.04379567151375,675.1313870145412,276.6772940479555
3,0.10568840379846023,0.21276202355682727,0.07689156642045118,7.333333333333333,9.0,2.357022603955158,3,2.04606725971592,4.990319469230663,2.083106686973049,773.6996952833151,1780.0990858499454,713.4012662355194
2,0.92277903585369,1.082978722964377,0.160199687110687,258.0237985870374,321.6578623693008,63.63406378226341,3,6.7675458255511955,14.911681026404707,5.958367732985879,1415.1702564769366,3865.5107694308094,1735.9507427856909
2,4.83679000594713,7.813616262240032,2.9768262562929024,1338.407374536153,2274.7434962466523,936.3361217104992,2,0.20942638319214524,0.29671675107275064,0.0872903678806054,21.0,31.0,10.0
2,4.757530286437706,9.4649637220965,4.707433435658795,1288.602437535741,2471.386559280093,1182.784121744352,2,2.9032272864719078,5.6220554187652105,2.718828132293303,1094.7292740076066,1957.7429654492958,863.0136914416892
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0054019923249128965,0.007540730687228603,0.0021387383623157064,6.5,11.0,4.5,3,1.0586964423399412,3.1504534196132887,1.4791242455030733,1480.1800011074563,4424.540003322369,2081.9794854868683
3,0.7264232922403137,1.7385850930090996,0.7296826033031094,323.416955327735,673.2508659832051,247.6934581068228,2,0.015913754949794523,0.01931488307551632,0.0034011281257217973,3.5,4.0,0.5
2,4.95091171048829,9.872810171048847,4.921898460560557,1662.493837160268,3318.987674320536,1656.493837160268,2,0.7066893509044636,1.4028295006197027,0.6961401497152391,605.5046437198421,1208.0092874396842,602.5046437198421
2,2.3892690816332838,4.769111354907132,2.379842273273848,2138.655934843374,4271.311869686748,2132.655934843374,2,0.5023392884493383,0.9994870886074807,0.4971478001581424,641.7907565693572,1275.5815131387144,633.7907565693572
2,4.149675248363508,8.23019599281794,4.080520744454432,1385.4675172994098,2674.9350345988196,1289.4675172994098,2,0.0676226638799573,0.1196340473591384,0.052011383479181106,62.0,104.0,42.0
2,9.077591728143549,18.07606129113075,8.9984695629872,1860.1188237700803,3684.2376475401607,1824.1188237700803,2,0.09151527855487274,0.14021551859606518,0.048700240041192444,313.0,609.0,296.0
2,4.2984922395939265,8.47806834839755,4.179576108803623,2636.2652162417976,4776.530432483595,2140.2652162417976,2,0.4069712279695068,0.7958410499111785,0.38886982194167174,419.807557305599,835.615114611198,415.807557305599
